ticket_id,date_submitted,channel,category,text,word_count,sentiment_label,intent_label,resolution_status,response_time_hours,csat_score,agent_id
TKT-01120,2024-01-21,phone_transcript,returns,i have a neutral experience regarding returns. this is a feedback.,11,neutral,feedback,escalated,26.5,3.0,agt-028
TKT-00906,2024-08-22,phone_transcript,technical support,i have a neutral experience regarding technical support. this is a cancellation.,12,neutral,cancellation,resolved,67.3,2.0,agt-044
TKT-01194,2024-06-09,email,shipping,the item i received is completely different from what i ordered. this is frustrating.,14,negative,complaint,pending,45.0,,agt-017
TKT-00405,2024-12-11,chat,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,,pending,3.1,,agt-011
TKT-01304,2024-06-24,chat,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,escalated,36.7,4.0,agt-035
TKT-00934,2024-05-01,phone_transcript,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,pending,41.7,,agt-037
TKT-01486,2024-09-27,chat,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,escalated,22.9,2.0,agt-013
TKT-00105,2024-02-11,social_media,returns,i have a neutral experience regarding returns. this is a complaint.,11,neutral,complaint,resolved,23.5,1.0,agt-038
TKT-00610,2024-12-07,social_media,account,i have a negative experience regarding account. this is a feedback.,11,negative,feedback,resolved,43.6,2.0,agt-050
TKT-01456,2024-05-23,phone_transcript,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,resolved,62.2,2.0,agt-002
TKT-00689,2024-06-03,social_media,shipping,i have a negative experience regarding shipping. this is a feedback.,11,negative,feedback,escalated,6.5,2.0,agt-009
TKT-00949,2024-11-13,email,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,50.5,2.0,agt-045
TKT-00932,2024-02-22,chat,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,pending,40.6,,agt-043
TKT-00063,2024-01-28,chat,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,neutral,feedback,resolved,40.1,3.0,agt-032
TKT-00282,2024-07-14,social_media,billing,i have a positive experience regarding billing. this is a inquiry.,11,positive,inquiry,resolved,49.3,2.0,agt-018
TKT-00779,2024-09-08,email,account,i have a neutral experience regarding account. this is a inquiry.,11,neutral,inquiry,resolved,5.5,1.0,agt-014
TKT-01394,2024-07-18,email,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,escalated,40.6,2.0,agt-044
TKT-00239,2024-02-29,email,account,i have a positive experience regarding account. this is a complaint.,11,positive,complaint,resolved,13.6,4.0,agt-009
TKT-00224,2024-07-21,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,24.3,3.0,agt-022
TKT-00146,2024-07-16,social_media,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,escalated,24.7,2.0,agt-034
TKT-01399,2024-03-24,email,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,unresolved,10.9,1.0,agt-031
TKT-00374,2024-09-30,email,returns,i have a neutral experience regarding returns. this is a escalation request.,12,neutral,escalation_request,resolved,16.2,3.0,agt-019
TKT-01229,2024-01-22,chat,technical support,what are the rate limits for the rest api?,9,neutral,inquiry,resolved,47.9,2.0,agt-003
TKT-00119,2024-07-04,social_media,shipping,i have a positive experience regarding shipping. this is a cancellation.,11,positive,cancellation,escalated,6.8,5.0,agt-034
TKT-01167,2024-08-28,email,returns,i have a positive experience regarding returns. this is a inquiry.,11,positive,inquiry,resolved,64.8,3.0,agt-040
TKT-00251,2024-06-14,chat,returns,can i exchange instead of return?,6,neutral,inquiry,resolved,59.7,2.0,agt-022
TKT-01445,2024-02-09,phone_transcript,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,11.3,4.0,agt-003
TKT-01023,2024-08-20,phone_transcript,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,pending,27.6,,agt-038
TKT-00010,2024-10-10,social_media,returns,what's the return process for international orders?,7,,inquiry,pending,62.0,,agt-049
TKT-00450,2024-07-31,phone_transcript,billing,is there a way to get an itemized bill for my records?,12,neutral,inquiry,pending,59.3,,agt-018
TKT-00883,2024-08-28,chat,billing,i have a negative experience regarding billing. this is a escalation request.,12,negative,escalation_request,escalated,53.7,3.0,agt-027
TKT-00709,2024-01-15,social_media,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,resolved,29.6,2.0,agt-038
TKT-00256,2024-07-07,email,technical support,i have a neutral experience regarding technical support. this is a feedback.,12,neutral,feedback,resolved,63.5,1.0,agt-009
TKT-00594,2024-05-19,phone_transcript,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,resolved,26.3,3.0,agt-019
TKT-00390,2024-09-03,phone_transcript,billing,i have a negative experience regarding billing. this is a inquiry.,11,negative,inquiry,escalated,48.8,2.0,agt-027
TKT-01088,2024-12-27,social_media,returns,i have a negative experience regarding returns. this is a cancellation.,11,negative,cancellation,escalated,17.9,5.0,agt-009
TKT-01201,2024-07-05,phone_transcript,shipping,i have a negative experience regarding shipping. this is a cancellation.,11,negative,cancellation,resolved,64.9,5.0,agt-045
TKT-00558,2024-04-09,chat,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,resolved,8.6,1.0,agt-032
TKT-01288,2024-12-25,social_media,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,6.3,4.0,agt-026
TKT-00840,2024-11-19,phone_transcript,billing,is there a way to get an itemized bill for my records?,12,neutral,inquiry,resolved,41.2,1.0,agt-003
TKT-00461,2024-12-10,chat,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,resolved,52.8,2.0,agt-033
TKT-00724,2024-10-19,chat,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,58.2,5.0,agt-005
TKT-01382,2024-08-17,email,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,resolved,9.5,5.0,agt-021
TKT-00145,2024-11-27,social_media,shipping,i have a negative experience regarding shipping. this is a cancellation.,11,negative,cancellation,resolved,14.2,2.0,agt-022
TKT-00502,2024-03-25,social_media,technical support,i have a neutral experience regarding technical support. this is a complaint.,12,neutral,complaint,pending,41.3,,agt-049
TKT-01099,2024-11-20,chat,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,escalated,35.8,5.0,agt-040
TKT-00740,2024-04-08,chat,billing,i have a positive experience regarding billing. this is a escalation request.,12,positive,escalation_request,escalated,38.6,4.0,agt-041
TKT-01385,2024-06-14,social_media,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,escalated,32.6,4.0,agt-043
TKT-00732,2024-10-04,phone_transcript,technical support,what are the rate limits for the rest api?,9,neutral,inquiry,resolved,55.9,1.0,agt-001
TKT-00540,2024-02-08,social_media,billing,why was my credit card charged again? i already paid for this billing cycle.,14,negative,complaint,pending,46.2,,agt-045
TKT-00178,2024-12-22,phone_transcript,shipping,my package was supposed to arrive 5 days ago. the tracking hasn't updated in a week.,16,negative,complaint,unresolved,19.9,1.0,agt-043
TKT-01447,2024-07-26,phone_transcript,shipping,the delivery was right on time and the item was exactly as described.,13,positive,feedback,pending,27.5,,agt-033
TKT-00698,2024-01-21,phone_transcript,account,i have a negative experience regarding account. this is a complaint.,11,negative,complaint,pending,37.9,,agt-024
TKT-00941,2024-05-15,social_media,returns,i returned the item 10 days ago and the refund still hasn't hit my account.,15,negative,complaint,resolved,55.3,3.0,agt-043
TKT-01050,2024-06-21,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,inquiry,resolved,60.2,1.0,agt-001
TKT-00923,2024-08-02,email,returns,i have a positive experience regarding returns. this is a cancellation.,11,positive,cancellation,resolved,27.3,3.0,agt-012
TKT-00899,2024-10-18,phone_transcript,account,i have a positive experience regarding account. this is a escalation request.,12,positive,escalation_request,resolved,29.0,1.0,agt-006
TKT-01493,2024-06-25,chat,returns,i have a negative experience regarding returns. this is a inquiry.,11,negative,inquiry,pending,1.9,,agt-032
TKT-00008,2024-03-12,social_media,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,resolved,18.1,3.0,agt-038
TKT-00863,2024-01-30,phone_transcript,shipping,i have a negative experience regarding shipping. this is a inquiry.,11,negative,inquiry,resolved,45.3,1.0,agt-018
TKT-00668,2024-02-24,phone_transcript,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,,escalated,31.5,1.0,agt-042
TKT-01161,2024-11-29,email,billing,i have a neutral experience regarding billing. this is a cancellation.,11,neutral,cancellation,resolved,22.0,5.0,agt-025
TKT-00358,2024-09-30,social_media,returns,i have a negative experience regarding returns. this is a cancellation.,11,negative,cancellation,pending,20.9,,agt-034
TKT-00784,2024-09-13,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,52.7,2.0,agt-026
TKT-00736,2024-01-04,social_media,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,,inquiry,resolved,26.4,1.0,agt-019
TKT-00330,2024-06-25,chat,account,just wanted to say the new dashboard is fantastic. so much easier to navigate.,14,positive,feedback,resolved,22.8,1.0,agt-003
TKT-01056,2024-08-01,social_media,technical support,i have a positive experience regarding technical support. this is a inquiry.,12,positive,,resolved,13.3,4.0,agt-045
TKT-01149,2024-11-24,email,shipping,i have a neutral experience regarding shipping. this is a feedback.,11,neutral,feedback,resolved,29.9,2.0,agt-034
TKT-01118,2024-02-05,chat,billing,i have a negative experience regarding billing. this is a escalation request.,12,negative,escalation_request,resolved,1.0,1.0,agt-031
TKT-00259,2024-12-19,phone_transcript,billing,is there a way to get an itemized bill for my records?,12,neutral,inquiry,escalated,2.4,4.0,agt-033
TKT-01176,2024-03-18,phone_transcript,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,pending,40.7,,agt-035
TKT-00373,2024-02-07,email,account,just wanted to say the new dashboard is fantastic. so much easier to navigate.,14,positive,feedback,escalated,26.1,4.0,agt-019
TKT-01104,2024-12-02,email,shipping,i have a neutral experience regarding shipping. this is a inquiry.,11,neutral,inquiry,escalated,9.8,1.0,agt-021
TKT-00926,2024-03-05,email,technical support,i have a positive experience regarding technical support. this is a complaint.,12,positive,complaint,escalated,19.6,4.0,agt-036
TKT-00143,2024-06-29,phone_transcript,technical support,i have a negative experience regarding technical support. this is a inquiry.,12,negative,inquiry,resolved,39.5,4.0,agt-030
TKT-00526,2024-12-19,email,billing,i have a negative experience regarding billing. this is a feedback.,11,negative,feedback,pending,6.2,,agt-049
TKT-01139,2024-07-21,chat,technical support,i have a negative experience regarding technical support. this is a complaint.,12,negative,complaint,resolved,56.7,4.0,agt-034
TKT-01008,2024-04-26,email,account,i have a negative experience regarding account. this is a inquiry.,11,negative,inquiry,pending,4.8,,agt-017
TKT-01122,2024-12-29,email,shipping,i have a positive experience regarding shipping. this is a inquiry.,11,positive,inquiry,resolved,35.6,2.0,agt-029
TKT-01424,2024-02-25,social_media,account,i have a neutral experience regarding account. this is a complaint.,11,neutral,complaint,resolved,52.9,3.0,agt-018
TKT-00441,2024-05-04,email,billing,i have a positive experience regarding billing. this is a complaint.,11,positive,complaint,resolved,1.1,1.0,agt-039
TKT-00532,2024-03-15,phone_transcript,technical support,i've been dealing with this login problem for two weeks. nobody seems to care.,14,negative,escalation_request,unresolved,43.1,4.0,agt-050
